Nome;Classe;Codgio;TipodeAtivo;PaisSede;Status;SetorEconomatica;SetorNAICS
Est Piaui;ON;BPIA3;Acao;BR;cancelado;Financas e Seguros;Bancos
Panamericano;ON;BPNM3;Acao;BR;ativo;Financas e Seguros;Bancos
Panamericano;PN;BPNM4;Acao;BR;ativo;Financas e Seguros;Bancos
Progresso;PN;BPRG4;Acao;BR;cancelado;Financas e Seguros;Bancos
BR Insurance;ON;BRIN3;Acao;BR;ativo;Financas e Seguros;Corretora de seguros
Alfa Invest;ON;BRIV3;Acao;BR;ativo;Financas e Seguros;Bancos
Alfa Invest;PN;BRIV4;Acao;BR;ativo;Financas e Seguros;Bancos
Banrisul;UnN1;BRSR11;Acao;BR;cancelado;Financas e Seguros;Bancos
Banrisul;ON;BRSR3;Acao;BR;ativo;Financas e Seguros;Bancos
Banrisul;PNA;BRSR5;Acao;BR;ativo;Financas e Seguros;Bancos
Banrisul;PNB;BRSR6;Acao;BR;ativo;Financas e Seguros;Bancos
Besc;ON;BSCT3;Acao;BR;cancelado;Financas e Seguros;Bancos
Besc;PNA;BSCT5;Acao;BR;cancelado;Financas e Seguros;Bancos
Besc;PNB;BSCT6;Acao;BR;cancelado;Financas e Seguros;Bancos
HSBC Seguros;PN;BSEG4;Acao;BR;cancelado;Financas e Seguros;Seguradora
AGF Brasil;ON;BSGR3;Acao;BR;cancelado;Financas e Seguros;Seguradora
BRB Banco;ON;BSLI3;Acao;BR;ativo;Financas e Seguros;Bancos
BRB Banco;PN;BSLI4;Acao;BR;ativo;Financas e Seguros;Bancos
BmfBovespa;ON;BVMF3;Acao;BR;ativo;Financas e Seguros;Bolsa de valores e commodities
Alfa Financ;ON;CRIV3;Acao;BR;ativo;Financas e Seguros;Bancos
Alfa Financ;PN;CRIV4;Acao;BR;ativo;Financas e Seguros;Bancos
Seg Al Bahia;ON;CSAB3;Acao;BR;ativo;Financas e Seguros;Seguradora
Seg Al Bahia;PN;CSAB4;Acao;BR;ativo;Financas e Seguros;Seguradora
Seg Min Bras;ON;CSMB3;Acao;BR;cancelado;Financas e Seguros;Seguradora
Seg Min Bras;PN;CSMB4;Acao;BR;cancelado;Financas e Seguros;Seguradora
Cetip;ON;CTIP3;Acao;BR;ativo;Financas e Seguros;Outras atividades relacionadas a investimentos financeiros
Cruzeiro Sul;ON;CZRS3;Acao;BR;cancelado;Financas e Seguros;Bancos
Cruzeiro Sul;PN;CZRS4;Acao;BR;cancelado;Financas e Seguros;Bancos
Daycoval;ON;DAYC3;Acao;BR;ativo;Financas e Seguros;Bancos
Daycoval;PN;DAYC4;Acao;BR;ativo;Financas e Seguros;Bancos
Finansinos;ON;FNCN3;Acao;BR;ativo;Financas e Seguros;Bancos
Indusval;UnN1;IDVL11;Acao;BR;cancelado;Financas e Seguros;Bancos
Indusval;ON;IDVL3;Acao;BR;ativo;Financas e Seguros;Bancos
Indusval;PN;IDVL4;Acao;BR;ativo;Financas e Seguros;Bancos
ItauUnibanco;ON;ITUB3;Acao;BR;ativo;Financas e Seguros;Bancos
ItauUnibanco;PN;ITUB4;Acao;BR;ativo;Financas e Seguros;Bancos
Banex S/A;ON;LOSA3;Acao;BR;cancelado;Financas e Seguros;Bancos
Banex S/A;PN;LOSA4;Acao;BR;cancelado;Financas e Seguros;Bancos
Merc Financ;ON;MERC3;Acao;BR;ativo;Financas e Seguros;Bancos
Merc Financ;PN;MERC4;Acao;BR;ativo;Financas e Seguros;Bancos
Pine;ON;PINE3;Acao;BR;ativo;Financas e Seguros;Bancos
Pine;PN;PINE4;Acao;BR;ativo;Financas e Seguros;Bancos
Parana;UnN1;PRBC11;Acao;BR;cancelado;Financas e Seguros;Bancos
Parana;ON;PRBC3;Acao;BR;ativo;Financas e Seguros;Bancos
Parana;PN;PRBC4;Acao;BR;ativo;Financas e Seguros;Bancos
Porto Seguro;ON;PSSA3;Acao;BR;ativo;Financas e Seguros;Seguradora
Real;ON;REAL3;Acao;BR;cancelado;Financas e Seguros;Bancos
Real;PN;REAL4;Acao;BR;cancelado;Financas e Seguros;Bancos
Renner Part;ON;RNPT3;Acao;BR;cancelado;Financas e Seguros;Bancos
Renner Part;PN;RNPT4;Acao;BR;cancelado;Financas e Seguros;Bancos
Santander BR;UNT N2;SANB11;Acao;BR;ativo;Financas e Seguros;Bancos
Santander BR;ON;SANB3;Acao;BR;ativo;Financas e Seguros;Bancos
Santander BR;PN;SANB4;Acao;BR;ativo;Financas e Seguros;Bancos
Sul Amer Nac;ON;SASG3;Acao;BR;cancelado;Financas e Seguros;Seguradora
Sofisa;ON;SFSA3;Acao;BR;ativo;Financas e Seguros;Instituicao de intermediacao de credito (nao receptora de depositos)
Sofisa;PN;SFSA4;Acao;BR;ativo;Financas e Seguros;Instituicao de intermediacao de credito (nao receptora de depositos)
Sulacap;ON;SLCP3;Acao;BR;cancelado;Financas e Seguros;Seguradora
Sul America;UNT N2;SULA11;Acao;BR;ativo;Financas e Seguros;Seguradora
Sul America;ON;SULA3;Acao;BR;ativo;Financas e Seguros;Seguradora
Sul America;PN;SULA4;Acao;BR;ativo;Financas e Seguros;Seguradora
Tarpon Inv;ON;TRPN3;Acao;BR;ativo;Financas e Seguros;Outras atividades relacionadas a investimentos financeiros
Unibanco;UnN1;UBBR11;Acao;BR;cancelado;Financas e Seguros;Bancos
Unibanco;ON;UBBR3;Acao;BR;cancelado;Financas e Seguros;Bancos
Unibanco;PN;UBBR4;Acao;BR;cancelado;Financas e Seguros;Bancos
Unibanco Hld;ON;UBHD3;Acao;BR;cancelado;Financas e Seguros;Bancos
Unibanco Hld;PNB;UBHD6;Acao;BR;cancelado;Financas e Seguros;Bancos
